"grade","prob","oper","op1","op2","op1type","op2type","opTypes","opSubTypes","op1val","op2val"
"2","14+23","+","14","23","whole","whole","whole","MD_whole",14,23
"2","8+7","+","8","7","whole","whole","whole","SD_whole",8,7
"2","38+35","+","38","35","whole","whole","whole","MD_whole",38,35
"2","47-15","-","47","15","whole","whole","whole","MD_whole",47,15
"2","32-18","-","32","18","whole","whole","whole","MD_whole",32,18
"2","35-29","-","35","29","whole","whole","whole","MD_whole",35,29
"2","28-5","-","28","5","whole","whole","whole","MD_whole",28,5
"2","53-26","-","53","26","whole","whole","whole","MD_whole",53,26
"2","32-13","-","32","13","whole","whole","whole","MD_whole",32,13
"2","43-17","-","43","17","whole","whole","whole","MD_whole",43,17
"2","38-29","-","38","29","whole","whole","whole","MD_whole",38,29
"2","47-18","-","47","18","whole","whole","whole","MD_whole",47,18
"2","33-29","-","33","29","whole","whole","whole","MD_whole",33,29
"2","10-6","-","10","6","whole","whole","whole","MD_whole",10,6
"2","16+49","+","16","49","whole","whole","whole","MD_whole",16,49
"2","28+8","+","28","8","whole","whole","whole","MD_whole",28,8
"2","52-6","-","52","6","whole","whole","whole","MD_whole",52,6
"2","31-14","-","31","14","whole","whole","whole","MD_whole",31,14
"2","56-21","-","56","21","whole","whole","whole","MD_whole",56,21
"2","72-35","-","72","35","whole","whole","whole","MD_whole",72,35
"2","23-14","-","23","14","whole","whole","whole","MD_whole",23,14
"2","87-57","-","87","57","whole","whole","whole","MD_whole",87,57
"2","34-18","-","34","18","whole","whole","whole","MD_whole",34,18
"2","61-13","-","61","13","whole","whole","whole","MD_whole",61,13
"2","45-18","-","45","18","whole","whole","whole","MD_whole",45,18
"2","52-36","-","52","36","whole","whole","whole","MD_whole",52,36
"2","32-13","-","32","13","whole","whole","whole","MD_whole",32,13
"2","75-43","-","75","43","whole","whole","whole","MD_whole",75,43
"2","56-27","-","56","27","whole","whole","whole","MD_whole",56,27
"2","94-29","-","94","29","whole","whole","whole","MD_whole",94,29
"2","87-39","-","87","39","whole","whole","whole","MD_whole",87,39
"2","83-46","-","83","46","whole","whole","whole","MD_whole",83,46
"2","54-10","-","54","10","whole","whole","whole","MD_whole",54,10
"2","63-27","-","63","27","whole","whole","whole","MD_whole",63,27
"2","93-20","-","93","20","whole","whole","whole","MD_whole",93,20
"2","39-2","-","39","2","whole","whole","whole","MD_whole",39,2
"2","41-18","-","41","18","whole","whole","whole","MD_whole",41,18
"2","82-26","-","82","26","whole","whole","whole","MD_whole",82,26
"2","47-28","-","47","28","whole","whole","whole","MD_whole",47,28
"2","33-18","-","33","18","whole","whole","whole","MD_whole",33,18
"2","28-14","-","28","14","whole","whole","whole","MD_whole",28,14
"2","66-19","-","66","19","whole","whole","whole","MD_whole",66,19
"2","77-26","-","77","26","whole","whole","whole","MD_whole",77,26
"2","58-34","-","58","34","whole","whole","whole","MD_whole",58,34
"2","52-25","-","52","25","whole","whole","whole","MD_whole",52,25
"2","87-49","-","87","49","whole","whole","whole","MD_whole",87,49
"2","48-39","-","48","39","whole","whole","whole","MD_whole",48,39
"2","84-66","-","84","66","whole","whole","whole","MD_whole",84,66
"2","32-19","-","32","19","whole","whole","whole","MD_whole",32,19
"2","38-19","-","38","19","whole","whole","whole","MD_whole",38,19
"2","65-32","-","65","32","whole","whole","whole","MD_whole",65,32
"2","50-12","-","50","12","whole","whole","whole","MD_whole",50,12
"2","23-4","-","23","4","whole","whole","whole","MD_whole",23,4
"2","70-38","-","70","38","whole","whole","whole","MD_whole",70,38
"2","52-17","-","52","17","whole","whole","whole","MD_whole",52,17
"2","41-24","-","41","24","whole","whole","whole","MD_whole",41,24
"2","58-16","-","58","16","whole","whole","whole","MD_whole",58,16
"2","60-13","-","60","13","whole","whole","whole","MD_whole",60,13
"2","52-47","-","52","47","whole","whole","whole","MD_whole",52,47
"2","72-46","-","72","46","whole","whole","whole","MD_whole",72,46
"2","37-6","-","37","6","whole","whole","whole","MD_whole",37,6
"2","74-46","-","74","46","whole","whole","whole","MD_whole",74,46
"2","90-18","-","90","18","whole","whole","whole","MD_whole",90,18
"2","34-8","-","34","8","whole","whole","whole","MD_whole",34,8
"2","45-17","-","45","17","whole","whole","whole","MD_whole",45,17
"2","42-29","-","42","29","whole","whole","whole","MD_whole",42,29
"2","54-23","-","54","23","whole","whole","whole","MD_whole",54,23
"2","78-43","-","78","43","whole","whole","whole","MD_whole",78,43
"2","60-26","-","60","26","whole","whole","whole","MD_whole",60,26
"2","85-37","-","85","37","whole","whole","whole","MD_whole",85,37
"2","50-18","-","50","18","whole","whole","whole","MD_whole",50,18
"2","43-17","-","43","17","whole","whole","whole","MD_whole",43,17
"2","75-18","-","75","18","whole","whole","whole","MD_whole",75,18
"2","22-6","-","22","6","whole","whole","whole","MD_whole",22,6
"2","60-35","-","60","35","whole","whole","whole","MD_whole",60,35
"2","42-34","-","42","34","whole","whole","whole","MD_whole",42,34
"2","35-15","-","35","15","whole","whole","whole","MD_whole",35,15
"2","43-26","-","43","26","whole","whole","whole","MD_whole",43,26
"2","73-47","-","73","47","whole","whole","whole","MD_whole",73,47
"2","54-13","-","54","13","whole","whole","whole","MD_whole",54,13
"2","9+9","+","9","9","whole","whole","whole","SD_whole",9,9
"2","14-7","-","14","7","whole","whole","whole","MD_whole",14,7
"2","36+25","+","36","25","whole","whole","whole","MD_whole",36,25
"2","37-4","-","37","4","whole","whole","whole","MD_whole",37,4
"2","48-24","-","48","24","whole","whole","whole","MD_whole",48,24
"2","85-24","-","85","24","whole","whole","whole","MD_whole",85,24
"2","63-19","-","63","19","whole","whole","whole","MD_whole",63,19
"2","62-37","-","62","37","whole","whole","whole","MD_whole",62,37
"2","51-27","-","51","27","whole","whole","whole","MD_whole",51,27
"2","76-3","-","76","3","whole","whole","whole","MD_whole",76,3
"2","95-48","-","95","48","whole","whole","whole","MD_whole",95,48
"2","49-8","-","49","8","whole","whole","whole","MD_whole",49,8
"2","85-47","-","85","47","whole","whole","whole","MD_whole",85,47
"2","63-23","-","63","23","whole","whole","whole","MD_whole",63,23
"2","51-23","-","51","23","whole","whole","whole","MD_whole",51,23
"2","60-15","-","60","15","whole","whole","whole","MD_whole",60,15
"2","94-58","-","94","58","whole","whole","whole","MD_whole",94,58
"2","47-20","-","47","20","whole","whole","whole","MD_whole",47,20
"2","35-9","-","35","9","whole","whole","whole","MD_whole",35,9
"2","78-10","-","78","10","whole","whole","whole","MD_whole",78,10
"2","54-38","-","54","38","whole","whole","whole","MD_whole",54,38
"2","92-39","-","92","39","whole","whole","whole","MD_whole",92,39
"2","87-28","-","87","28","whole","whole","whole","MD_whole",87,28
"2","35-19","-","35","19","whole","whole","whole","MD_whole",35,19
"2","47-23","-","47","23","whole","whole","whole","MD_whole",47,23
"2","55-28","-","55","28","whole","whole","whole","MD_whole",55,28
"2","43-17","-","43","17","whole","whole","whole","MD_whole",43,17
"2","50-16","-","50","16","whole","whole","whole","MD_whole",50,16
"2","41+19","+","41","19","whole","whole","whole","MD_whole",41,19
"2","45-13","-","45","13","whole","whole","whole","MD_whole",45,13
"2","36-27","-","36","27","whole","whole","whole","MD_whole",36,27
"2","56-49","-","56","49","whole","whole","whole","MD_whole",56,49
"2","64-58","-","64","58","whole","whole","whole","MD_whole",64,58
"2","33-28","-","33","28","whole","whole","whole","MD_whole",33,28
"2","45-37","-","45","37","whole","whole","whole","MD_whole",45,37
"2","58-49","-","58","49","whole","whole","whole","MD_whole",58,49
"2","36-29","-","36","29","whole","whole","whole","MD_whole",36,29
"2","43-38","-","43","38","whole","whole","whole","MD_whole",43,38
"2","82-75","-","82","75","whole","whole","whole","MD_whole",82,75
"2","90-82","-","90","82","whole","whole","whole","MD_whole",90,82
"2","35+19","+","35","19","whole","whole","whole","MD_whole",35,19
"2","33-14","-","33","14","whole","whole","whole","MD_whole",33,14
"2","46+24","+","46","24","whole","whole","whole","MD_whole",46,24
"2","34+5","+","34","5","whole","whole","whole","MD_whole",34,5
"2","65-24","-","65","24","whole","whole","whole","MD_whole",65,24
"2","6+7","+","6","7","whole","whole","whole","SD_whole",6,7
"2","16-9","-","16","9","whole","whole","whole","MD_whole",16,9
"2","46-39","-","46","39","whole","whole","whole","MD_whole",46,39
"2","58-13","-","58","13","whole","whole","whole","MD_whole",58,13
"2","47+15","+","47","15","whole","whole","whole","MD_whole",47,15
"2","52-48","-","52","48","whole","whole","whole","MD_whole",52,48
"2","42-8","-","42","8","whole","whole","whole","MD_whole",42,8
"2","53-16","-","53","16","whole","whole","whole","MD_whole",53,16
"2","33-19","-","33","19","whole","whole","whole","MD_whole",33,19
"2","55-28","-","55","28","whole","whole","whole","MD_whole",55,28
"2","32-12","-","32","12","whole","whole","whole","MD_whole",32,12
"2","90-62","-","90","62","whole","whole","whole","MD_whole",90,62
"2","62-25","-","62","25","whole","whole","whole","MD_whole",62,25
"2","54+25","+","54","25","whole","whole","whole","MD_whole",54,25
"2","35+18","+","35","18","whole","whole","whole","MD_whole",35,18
"2","82+67","+","82","67","whole","whole","whole","MD_whole",82,67
"2","29+81","+","29","81","whole","whole","whole","MD_whole",29,81
"2","321+457","+","321","457","whole","whole","whole","MD_whole",321,457
"2","744+162","+","744","162","whole","whole","whole","MD_whole",744,162
"2","254+536","+","254","536","whole","whole","whole","MD_whole",254,536
"2","374+518","+","374","518","whole","whole","whole","MD_whole",374,518
"2","425+232","+","425","232","whole","whole","whole","MD_whole",425,232
"2","849+123","+","849","123","whole","whole","whole","MD_whole",849,123
"2","539+247","+","539","247","whole","whole","whole","MD_whole",539,247
"2","518+221","+","518","221","whole","whole","whole","MD_whole",518,221
"2","438+142","+","438","142","whole","whole","whole","MD_whole",438,142
"2","218+145","+","218","145","whole","whole","whole","MD_whole",218,145
"2","664+223","+","664","223","whole","whole","whole","MD_whole",664,223
"2","328+134","+","328","134","whole","whole","whole","MD_whole",328,134
"2","445+23","+","445","23","whole","whole","whole","MD_whole",445,23
"2","526+103","+","526","103","whole","whole","whole","MD_whole",526,103
"2","348+19","+","348","19","whole","whole","whole","MD_whole",348,19
"2","628+347","+","628","347","whole","whole","whole","MD_whole",628,347
"2","235+257","+","235","257","whole","whole","whole","MD_whole",235,257
"2","562+329","+","562","329","whole","whole","whole","MD_whole",562,329
"2","147+125","+","147","125","whole","whole","whole","MD_whole",147,125
"2","148+234","+","148","234","whole","whole","whole","MD_whole",148,234
"2","321+318","+","321","318","whole","whole","whole","MD_whole",321,318
"2","414+179","+","414","179","whole","whole","whole","MD_whole",414,179
"2","602+258","+","602","258","whole","whole","whole","MD_whole",602,258
"2","136+212","+","136","212","whole","whole","whole","MD_whole",136,212
"2","435+146","+","435","146","whole","whole","whole","MD_whole",435,146
"2","436+306","+","436","306","whole","whole","whole","MD_whole",436,306
"2","9-4","-","9","4","whole","whole","whole","SD_whole",9,4
"2","82+59","+","82","59","whole","whole","whole","MD_whole",82,59
"2","26+7","+","26","7","whole","whole","whole","MD_whole",26,7
"2","347+291","+","347","291","whole","whole","whole","MD_whole",347,291
"2","165+354","+","165","354","whole","whole","whole","MD_whole",165,354
"2","538+140","+","538","140","whole","whole","whole","MD_whole",538,140
"2","156+42","+","156","42","whole","whole","whole","MD_whole",156,42
"2","764+153","+","764","153","whole","whole","whole","MD_whole",764,153
"2","372+185","+","372","185","whole","whole","whole","MD_whole",372,185
"2","224+157","+","224","157","whole","whole","whole","MD_whole",224,157
"2","314+435","+","314","435","whole","whole","whole","MD_whole",314,435
"2","753+152","+","753","152","whole","whole","whole","MD_whole",753,152
"2","760+178","+","760","178","whole","whole","whole","MD_whole",760,178
"2","216+346","+","216","346","whole","whole","whole","MD_whole",216,346
"2","423+285","+","423","285","whole","whole","whole","MD_whole",423,285
"2","187+232","+","187","232","whole","whole","whole","MD_whole",187,232
"2","322+356","+","322","356","whole","whole","whole","MD_whole",322,356
"2","285+531","+","285","531","whole","whole","whole","MD_whole",285,531
"2","445+34","+","445","34","whole","whole","whole","MD_whole",445,34
"2","620+288","+","620","288","whole","whole","whole","MD_whole",620,288
"2","557+180","+","557","180","whole","whole","whole","MD_whole",557,180
"2","362+265","+","362","265","whole","whole","whole","MD_whole",362,265
"2","472+255","+","472","255","whole","whole","whole","MD_whole",472,255
"2","144+284","+","144","284","whole","whole","whole","MD_whole",144,284
"2","56+38","+","56","38","whole","whole","whole","MD_whole",56,38
"2","326+139","+","326","139","whole","whole","whole","MD_whole",326,139
"2","82-34","-","82","34","whole","whole","whole","MD_whole",82,34
"2","40+20","+","40","20","whole","whole","whole","MD_whole",40,20
"2","200+700","+","200","700","whole","whole","whole","MD_whole",200,700
"2","70+30","+","70","30","whole","whole","whole","MD_whole",70,30
"2","500+300","+","500","300","whole","whole","whole","MD_whole",500,300
"2","600+300","+","600","300","whole","whole","whole","MD_whole",600,300
"2","184+329","+","184","329","whole","whole","whole","MD_whole",184,329
"2","546+278","+","546","278","whole","whole","whole","MD_whole",546,278
"2","327+353","+","327","353","whole","whole","whole","MD_whole",327,353
"2","234+152","+","234","152","whole","whole","whole","MD_whole",234,152
"2","375+272","+","375","272","whole","whole","whole","MD_whole",375,272
"2","189+623","+","189","623","whole","whole","whole","MD_whole",189,623
"2","574+281","+","574","281","whole","whole","whole","MD_whole",574,281
"2","416+483","+","416","483","whole","whole","whole","MD_whole",416,483
"2","346+597","+","346","597","whole","whole","whole","MD_whole",346,597
"2","365+283","+","365","283","whole","whole","whole","MD_whole",365,283
"2","647+109","+","647","109","whole","whole","whole","MD_whole",647,109
"2","546+356","+","546","356","whole","whole","whole","MD_whole",546,356
"2","348+631","+","348","631","whole","whole","whole","MD_whole",348,631
"2","455+139","+","455","139","whole","whole","whole","MD_whole",455,139
"2","563+245","+","563","245","whole","whole","whole","MD_whole",563,245
"2","567+324","+","567","324","whole","whole","whole","MD_whole",567,324
"2","248+346","+","248","346","whole","whole","whole","MD_whole",248,346
"2","637+264","+","637","264","whole","whole","whole","MD_whole",637,264
"2","391+537","+","391","537","whole","whole","whole","MD_whole",391,537
"2","547+435","+","547","435","whole","whole","whole","MD_whole",547,435
"2","367+284","+","367","284","whole","whole","whole","MD_whole",367,284
"2","485+456","+","485","456","whole","whole","whole","MD_whole",485,456
"2","187+306","+","187","306","whole","whole","whole","MD_whole",187,306
"2","647+128","+","647","128","whole","whole","whole","MD_whole",647,128
"2","523+174","+","523","174","whole","whole","whole","MD_whole",523,174
"2","348+272","+","348","272","whole","whole","whole","MD_whole",348,272
"2","123+217","+","123","217","whole","whole","whole","MD_whole",123,217
"2","54-8","-","54","8","whole","whole","whole","MD_whole",54,8
"2","356+174","+","356","174","whole","whole","whole","MD_whole",356,174
"2","22+16","+","22","16","whole","whole","whole","MD_whole",22,16
"2","431-326","-","431","326","whole","whole","whole","MD_whole",431,326
"2","658-237","-","658","237","whole","whole","whole","MD_whole",658,237
"2","728-107","-","728","107","whole","whole","whole","MD_whole",728,107
"2","452-216","-","452","216","whole","whole","whole","MD_whole",452,216
"2","965-238","-","965","238","whole","whole","whole","MD_whole",965,238
"2","489-149","-","489","149","whole","whole","whole","MD_whole",489,149
"2","774-236","-","774","236","whole","whole","whole","MD_whole",774,236
"2","551-113","-","551","113","whole","whole","whole","MD_whole",551,113
"2","489-273","-","489","273","whole","whole","whole","MD_whole",489,273
"2","772-254","-","772","254","whole","whole","whole","MD_whole",772,254
"2","346-127","-","346","127","whole","whole","whole","MD_whole",346,127
"2","568-226","-","568","226","whole","whole","whole","MD_whole",568,226
